TIC ID,class,confidence
316491585,Negative,0.96573311
301798536,Negative,0.96572948
243912794,Negative,0.96572721
3646935,Negative,0.96572113
8348444,Negative,0.96571666
229885815,Negative,0.96571422
198314759,Negative,0.96571153
423440859,Negative,0.96570808
150063995,Negative,0.9657079
394265983,Negative,0.96570379
422630857,Negative,0.96569133
117124680,Negative,0.96566439
251066175,Negative,0.96566051
198409182,Negative,0.96565664
311519766,Negative,0.96564138
177307545,Negative,0.96562231
8153486,Negative,0.96561795
336726044,Negative,0.96560872
352226349,Negative,0.9656077
199733413,Negative,0.96560162
245108119,Negative,0.96559238
434237621,Negative,0.96559161
101246389,Negative,0.96557415
242768328,Negative,0.96557271
124312467,Negative,0.96556181
406811493,Negative,0.96555847
293346928,Negative,0.96555537
150271780,Negative,0.96554369
83496275,Negative,0.96553946
150475845,Negative,0.96553302
290639532,Negative,0.96552783
237966738,Negative,0.96552491
167572379,Negative,0.96551526
22011829,Negative,0.96551025
450064730,Negative,0.96549904
303978776,Negative,0.96548837
91642797,Negative,0.96548837
441665065,Negative,0.96547669
293523015,Negative,0.96545506
333562423,Negative,0.9654479
394145508,Negative,0.9654398
8170911,Negative,0.96542126
7852543,Negative,0.96541816
140970013,Negative,0.96537626
159345016,Negative,0.96536613
279835785,Negative,0.96536535
183116558,Negative,0.96536171
258958729,Negative,0.96535945
333492968,Negative,0.96535361
12774028,Negative,0.96535015
38381859,Negative,0.96532959
183820263,Negative,0.9653185
243150890,Negative,0.96531296
99988816,Negative,0.96530491
423858684,Negative,0.96529615
258807314,Negative,0.96526462
237100228,Negative,0.96526206
385476290,Negative,0.96525973
52156282,Negative,0.96525419
92005230,Negative,0.96525073
418916537,Negative,0.96524465
99920890,Negative,0.96524376
260043757,Negative,0.96524328
24292625,Negative,0.965205431
250959196,Negative,0.96520144
49736584,Negative,0.96520078
451766159,Negative,0.965193868
24425836,Negative,0.9651863
14111725,Negative,0.96517521
376847688,Negative,0.96517253
387423750,Negative,0.96516466
125141009,Negative,0.9651581
137769580,Negative,0.96515411
419009252,Negative,0.96513146
49464664,Negative,0.96511281
332706806,Negative,0.96510637
336268510,Negative,0.96510428
24083797,Negative,0.96509945
418760074,Negative,0.96509928
166127373,Negative,0.96508735
206487978,Negative,0.96508014
302191115,Negative,0.96507907
150393623,Negative,0.96504986
242985862,Negative,0.96504128
358072142,Negative,0.96503621
150189070,Negative,0.96501565
167247620,Negative,0.96501523
49835984,Negative,0.96501213
306424717,Negative,0.96497744
192770855,Negative,0.96497345
146268208,Negative,0.96496594
56438777,Negative,0.96489823
419063615,Negative,0.96489203
402376563,Negative,0.96488732
129683974,Negative,0.96488255
125206229,Negative,0.96487838
175484017,Negative,0.96487349
365055818,Negative,0.96486413
47342129,Negative,0.9648636
4512500,Negative,0.96485204
434237621,Negative,0.96483582
278955527,Negative,0.96483195
462491918,Negative,0.96483165
394281631,Negative,0.96482909
7853375,Negative,0.96482533
125499676,Negative,0.96481574
150429110,Negative,0.96479887
25155998,Negative,0.96479523
229888543,Negative,0.9647947
262037457,Negative,0.96479303
395496924,Negative,0.96479177
258635856,Negative,0.96476829
288162347,Negative,0.96474975
215195711,Negative,0.96474743
434480917,Negative,0.96474451
75065941,Negative,0.96469915
137497304,Negative,0.96469271
142108509,Negative,0.96468693
161572230,Negative,0.96468037
410446733,Negative,0.96466422
234526947,Negative,0.96464902
398570575,Negative,0.96464646
38940036,Negative,0.96463394
16140466,Negative,0.96463114
325247207,Negative,0.96462315
393743323,Negative,0.96461827
66338961,Negative,0.96461475
92191742,Negative,0.96461153
49818664,Negative,0.96460474
376847688,Negative,0.96460211
168277286,Negative,0.96459919
112526201,Negative,0.96459687
427332396,Negative,0.96459532
251509567,Negative,0.96459264
231267415,Negative,0.96458334
310338159,Negative,0.96457893
151581179,Negative,0.96457815
401426242,Negative,0.96455985
141532982,Negative,0.964553595
25154831,Negative,0.96454829
32150505,Negative,0.96454751
310480634,Negative,0.9645474
367270818,Negative,0.96454275
405373125,Negative,0.96453297
254306515,Negative,0.96452987
15992037,Negative,0.96452481
259977442,Negative,0.96451777
412192079,Negative,0.96450281
99834406,Negative,0.96448517
468955882,Negative,0.96448505
390690477,Negative,0.96448272
334780364,Negative,0.9644804
47825885,Negative,0.96447921
142118926,Negative,0.96447265
419060059,Negative,0.96446568
309653512,Negative,0.96444571
23940012,Negative,0.9644435
440691622,Negative,0.96442866
167723754,Negative,0.96442163
79590743,Negative,0.96440679
311114599,Negative,0.96438593
246850356,Negative,0.964380741
159241291,Negative,0.96437931
293109395,Negative,0.96437728
91608257,Negative,0.96436054
336693258,Negative,0.964357793
340318338,Negative,0.96434838
445854230,Negative,0.96434748
377194820,Negative,0.96432972
75268436,Negative,0.96432698
174956081,Negative,0.9643262
39929891,Negative,0.96431577
406406471,Negative,0.96430624
145752717,Negative,0.96430194
251042714,Negative,0.96430194
260271123,Negative,0.964295506
326526687,Negative,0.96429038
35708402,Negative,0.96428663
293346476,Negative,0.96428663
242945479,Negative,0.96427655
441692540,Negative,0.96427232
266031690,Negative,0.96426547
620261042,Negative,0.96425313
427377357,Negative,0.96425259
33519890,Negative,0.96421045
50221543,Negative,0.96421027
158994323,Negative,0.96420968
92235974,Negative,0.9642086
175694806,Negative,0.96416736
445878926,Negative,0.96416515
376868641,Negative,0.9641543
166653090,Negative,0.96415097
201248813,Negative,0.964149535
468987182,Negative,0.96412617
84597472,Negative,0.96411121
357099586,Negative,0.96410185
436882148,Negative,0.96409035
8705593,Negative,0.96407574
437055225,Negative,0.9640612
193032655,Negative,0.96404195
435920131,Negative,0.96403694
394017107,Negative,0.96402729
47878324,Negative,0.96402621
91509268,Negative,0.96402299
142142282,Negative,0.96401668
269760976,Negative,0.96401566
302923285,Negative,0.9640069
167524552,Negative,0.9640038
37744535,Negative,0.96399748
427333507,Negative,0.96398842
301257707,Negative,0.96396351
188241312,Negative,0.96395576
49677634,Negative,0.96393859
401841909,Negative,0.96393514
198409182,Negative,0.96393281
363458709,Negative,0.96392775
49594229,Negative,0.96392685
65361483,Negative,0.96390867
277773888,Negative,0.9639039
250195431,Negative,0.963902354
58796626,Negative,0.96389031
293507299,Negative,0.96387887
286853145,Negative,0.9638719
318091245,Negative,0.96384287
197760643,Negative,0.96383727
350029151,Negative,0.96383357
219966849,Negative,0.96381986
3804784,Negative,0.96381921
366855536,Negative,0.96381897
250358905,Negative,0.96379328
402364988,Negative,0.963781
368553913,Negative,0.96378011
326444647,Negative,0.96377933
418781975,Negative,0.96377677
41633487,Negative,0.96376848
233830563,Negative,0.9637605
206241818,Negative,0.96375972
41365514,Negative,0.96375108
190157076,Negative,0.96374601
238184690,Negative,0.96374243
238873087,Negative,0.963741
404925512,Negative,0.96373481
157449286,Negative,0.96373451
25131760,Negative,0.96372759
377062597,Negative,0.96371424
234230586,Negative,0.96370667
334852303,Negative,0.96370357
7583946,Negative,0.96367681
293973396,Negative,0.96367389
397587073,Negative,0.96367139
246981827,Negative,0.96366626
201175392,Negative,0.96365976
271554988,Negative,0.96364778
257002719,Negative,0.96364754
310985602,Negative,0.96363902
125639606,Negative,0.96363205
435298244,Negative,0.96362191
401918676,Negative,0.96362001
175475646,Negative,0.96361834
385194442,Negative,0.96361655
105778385,Negative,0.96360564
377386937,Negative,0.96359557
230087050,Negative,0.96357918
178629959,Negative,0.96355903
393645786,Negative,0.96355093
7691800,Negative,0.96355075
284710064,Negative,0.96354795
428711024,Negative,0.96352637
91503437,Negative,0.96352535
419065517,Negative,0.96352381
16282985,Negative,0.96350658
259703793,Negative,0.96349293
16383147,Negative,0.96348619
469383126,Negative,0.96347976
138044223,Negative,0.96347857
118176467,Negative,0.96347445
38138512,Negative,0.9634698
452518444,Negative,0.96346372
455002952,Negative,0.9634636
435301158,Negative,0.96345609
126999232,Negative,0.9634558
376879419,Negative,0.96344811
393714266,Negative,0.96344769
49710376,Negative,0.96344656
234506691,Negative,0.96344614
260503427,Negative,0.96344501
160101166,Negative,0.963443696
387536497,Negative,0.96343958
117356253,Negative,0.96343553
102925511,Negative,0.9634282
158669219,Negative,0.96342623
75035331,Negative,0.96342444
232630366,Negative,0.96342355
427021486,Negative,0.96341848
293272897,Negative,0.96341759
159021634,Negative,0.96341491
241484736,Negative,0.96340877
369267088,Negative,0.96340764
58280407,Negative,0.96339989
370243655,Negative,0.96338153
83455704,Negative,0.96337789
91775354,Negative,0.96337122
406277132,Negative,0.96335894
41705867,Negative,0.96335673
376721983,Negative,0.96335489
402371637,Negative,0.96335244
232064796,Negative,0.96335
243212194,Negative,0.96334422
397560285,Negative,0.96334404
7853758,Negative,0.96334314
308753184,Negative,0.96333939
441183311,Negative,0.96333772
462544306,Negative,0.96332443
137729491,Negative,0.96332443
206547403,Negative,0.96332181
157626548,Negative,0.96331728
53562517,Negative,0.96330786
232605565,Negative,0.96330529
214656977,Negative,0.96330076
87869845,Negative,0.96329844
355404324,Negative,0.96329123
469755664,Negative,0.96328127
76074111,Negative,0.96328098
322966564,Negative,0.96328086
243149970,Negative,0.96327078
129787,Negative,0.96326095
41865687,Negative,0.96324819
157591058,Negative,0.96324205
138364592,Negative,0.96323419
151729566,Negative,0.96323317
234152187,Negative,0.96322799
234442175,Negative,0.96321988
35760594,Negative,0.96321791
422523432,Negative,0.96320897
293506098,Negative,0.96320873
318091960,Negative,0.96320277
150319394,Negative,0.96319777
192845806,Negative,0.96319413
242960732,Negative,0.96318465
281748377,Negative,0.96318221
70821273,Negative,0.96317846
241104918,Negative,0.96317589
38679775,Negative,0.96317023
188820722,Negative,0.96316516
27488894,Negative,0.96316326
441191296,Negative,0.96316129
352542290,Negative,0.96315545
377309196,Negative,0.96315187
142142450,Negative,0.96314269
274553950,Negative,0.96313399
6993602,Negative,0.9631229
243016050,Negative,0.963112
230775268,Negative,0.96310955
59583285,Negative,0.96310246
251582905,Negative,0.96308345
377062722,Negative,0.9630798
381925622,Negative,0.96307826
374861482,Negative,0.96307671
27084542,Negative,0.9630748
436091909,Negative,0.963067
293458037,Negative,0.96306264
439864422,Negative,0.9630608
362222327,Negative,0.96305811
406971417,Negative,0.96304905
242707953,Negative,0.96304113
142394947,Negative,0.96303988
283863514,Negative,0.96303368
8070081,Negative,0.96302283
293404613,Negative,0.96301115
25081229,Negative,0.96300703
142104707,Negative,0.96300614
73314234,Negative,0.96300459
233205764,Negative,0.96300131
198491614,Negative,0.96299952
201227487,Negative,0.96299034
130294197,Negative,0.96298927
301089971,Negative,0.962973
117513855,Negative,0.96297103
59040189,Negative,0.96296966
158718881,Negative,0.96296048
220501463,Negative,0.96295577
302382311,Negative,0.96294379
159234879,Negative,0.96294129
33603633,Negative,0.96293831
207430673,Negative,0.96292931
452661394,Negative,0.96292657
266075784,Negative,0.96292126
160309294,Negative,0.9629153
83178912,Negative,0.96290755
347471924,Negative,0.9628998
293157418,Negative,0.96289968
443847510,Negative,0.96289438
269730381,Negative,0.96288127
276162394,Negative,0.96287549
12820986,Negative,0.96287388
202580116,Negative,0.96287042
385141873,Negative,0.96286589
231720451,Negative,0.96286476
344841561,Negative,0.9628619
143924699,Negative,0.96286148
207137644,Negative,0.96285826
150294044,Negative,0.96284223
406928051,Negative,0.96281826
137683399,Negative,0.962816596
309755641,Negative,0.9628123
321071324,Negative,0.96280986
242868482,Negative,0.96280789
220503532,Negative,0.96280587
141333626,Negative,0.96280509
124695454,Negative,0.96280289
66437160,Negative,0.96279526
761961043,Negative,0.96275949
723490747,Negative,0.96275198
201232600,Negative,0.96274889
41862276,Negative,0.96273118
91475877,Negative,0.96272701
157652430,Negative,0.962716162
91814841,Negative,0.96270388
159346589,Negative,0.96267915
435305743,Negative,0.96265155
27227035,Negative,0.96264809
248389538,Negative,0.96264786
242937761,Negative,0.962639511
117156527,Negative,0.96263885
427585160,Negative,0.962634385
95437770,Negative,0.96263266
150270721,Negative,0.96263111
334778978,Negative,0.96262217
287166566,Negative,0.96261948
376923903,Negative,0.96260345
16457023,Negative,0.96260047
243124964,Negative,0.9625982
382259481,Negative,0.96258402
187379327,Negative,0.9625687
13344160,Negative,0.96256804
317972865,Negative,0.96256119
25063396,Negative,0.96255457
349162973,Negative,0.96254694
188077646,Negative,0.96254516
318497408,Negative,0.96254241
212474680,Negative,0.96253353
49711350,Negative,0.962530673
286713074,Negative,0.96253037
404747331,Negative,0.96250075
75322859,Negative,0.962497
38939155,Negative,0.96248782
150393623,Negative,0.96248698
125638054,Negative,0.96246642
346041603,Negative,0.96245867
234503535,Negative,0.96245694
247920942,Negative,0.96244907
254297870,Negative,0.962444127
16183470,Negative,0.96244335
376932457,Negative,0.96243453
277128187,Negative,0.9624334
142142450,Negative,0.96243161
444035475,Negative,0.9624263
219144535,Negative,0.96241474
16133313,Negative,0.96240503
317181717,Negative,0.96240115
198281873,Negative,0.9623934
209646301,Negative,0.9623878
344716589,Negative,0.96236849
243745994,Negative,0.96236539
100106544,Negative,0.96236503
149575810,Negative,0.96235466
350619941,Negative,0.96234685
267710010,Negative,0.96234673
267092063,Negative,0.96232975
403237533,Negative,0.96231437
393839286,Negative,0.96231049
251374803,Negative,0.96230268
137799734,Negative,0.96230245
198205121,Negative,0.96229947
206589161,Negative,0.96229571
122559080,Negative,0.96228975
293480927,Negative,0.96227914
318090932,Negative,0.96227539
158340248,Negative,0.96227199
454044615,Negative,0.96227187
308748912,Negative,0.96227145
66468856,Negative,0.96227056
152874871,Negative,0.96226513
38585015,Negative,0.9622612
887332,Negative,0.96225983
234505888,Negative,0.96225762
92134448,Negative,0.96225643
452810415,Negative,0.96224815
258171900,Negative,0.96224725
149980690,Negative,0.96223116
309999510,Negative,0.96223003
347514782,Negative,0.96222705
234505888,Negative,0.96221954
293497131,Negative,0.96220112
33396128,Negative,0.962201
341077631,Negative,0.96219736
31507561,Negative,0.9621945
33424045,Negative,0.96219206
435923778,Negative,0.96218878
25116946,Negative,0.96217585
434167132,Negative,0.96217299
242862757,Negative,0.96217144
335384210,Negative,0.96216959
159094909,Negative,0.96216857
376926926,Negative,0.96216726
234510970,Negative,0.96214056
237936352,Negative,0.96213967
128911703,Negative,0.96213555
25134011,Negative,0.96213347
284427745,Negative,0.96212763
141028270,Negative,0.96212012
350433637,Negative,0.96212
326539768,Negative,0.96210921
186925888,Negative,0.96210665
293223588,Negative,0.962104321
234510069,Negative,0.96209002
294274252,Negative,0.96208602
242990781,Negative,0.96208405
24695512,Negative,0.96207005
436060783,Negative,0.96205151
181162682,Negative,0.96204323
118294577,Negative,0.96204221
394030189,Negative,0.96203738
60667858,Negative,0.96201682
234714424,Negative,0.96201098
412350392,Negative,0.96200514
416716535,Negative,0.96200424
293358742,Negative,0.96200109
167548976,Negative,0.96200085
288269775,Negative,0.96199942
308584305,Negative,0.96198505
41832559,Negative,0.96197969
68576247,Negative,0.96197623
155252893,Negative,0.96196312
292960356,Negative,0.96196234
158567615,Negative,0.96195883
383518759,Negative,0.96195716
402025724,Negative,0.961955607
268986853,Negative,0.96195364
229098499,Negative,0.96194512
141823000,Negative,0.96194017
230077294,Negative,0.9619319
102030162,Negative,0.96193069
377104716,Negative,0.96192813
301860500,Negative,0.96192044
377131641,Negative,0.96191812
443822068,Negative,0.961918
88338666,Negative,0.96190888
8625459,Negative,0.96190447
309755790,Negative,0.961893976
243226002,Negative,0.96188009
24927991,Negative,0.96187609
293526607,Negative,0.96187335
92220699,Negative,0.96187037
54611338,Negative,0.96187001
344717333,Negative,0.96183664
243207927,Negative,0.9618364
416676709,Negative,0.96182722
272188686,Negative,0.96182722
1551606954,Negative,0.96182293
293165020,Negative,0.96181542
287203536,Negative,0.96181381
259976506,Negative,0.96181238
159175055,Negative,0.96181238
218962341,Negative,0.9618063
73764666,Negative,0.96180594
101274254,Negative,0.96180099
242940008,Negative,0.96179104
242465308,Negative,0.96178997
224325358,Negative,0.96178597
200670066,Negative,0.96177608
43364184,Negative,0.96177453
448420205,Negative,0.96177429
444012560,Negative,0.96177411
76086712,Negative,0.961765945
167363508,Negative,0.961757
284386430,Negative,0.96175015
44934483,Negative,0.96174693
419051311,Negative,0.96174186
60243605,Negative,0.96173406
368623350,Negative,0.961732209
293115647,Negative,0.96172637
117275748,Negative,0.96172589
11969113,Negative,0.96171808
88380069,Negative,0.96171367
387454685,Negative,0.9617117
144307492,Negative,0.96170956
201232304,Negative,0.96170509
156086587,Negative,0.96169615
398671955,Negative,0.96167719
301892516,Negative,0.961675
385154150,Negative,0.96167266
320953183,Negative,0.96167231
59535263,Negative,0.96166694
436853816,Negative,0.96166426
142146030,Negative,0.96165961
209481568,Negative,0.96165657
33425321,Negative,0.96165168
100531434,Negative,0.96165037
351803802,Negative,0.96164322
34258799,Negative,0.96163815
419074611,Negative,0.96163362
453060254,Negative,0.96163273
413443091,Negative,0.96162647
200670066,Negative,0.96161765
284892505,Negative,0.96161348
76034628,Negative,0.96161014
198414861,Negative,0.96160471
234511463,Negative,0.961599767
254267708,Negative,0.96159959
376989635,Negative,0.96159869
243075484,Negative,0.96159405
393889788,Negative,0.9615925
292827602,Negative,0.96159172
231261988,Negative,0.96158934
83717173,Negative,0.96156836
137328963,Negative,0.96155578
25116717,Negative,0.96154523
357126615,Negative,0.96154016
9603340,Negative,0.9615351
187118107,Negative,0.96153319
393638742,Negative,0.96153057
268081664,Negative,0.96152782
381131853,Negative,0.96152449
8742917,Negative,0.96151334
150356826,Negative,0.96151018
141862266,Negative,0.96151006
466943316,Negative,0.96150821
317842466,Negative,0.96150237
470153105,Negative,0.96150166
268404616,Negative,0.96149212
332478180,Negative,0.96147281
462645721,Negative,0.96146643
431995341,Negative,0.96145308
242870606,Negative,0.96145135
141822795,Negative,0.96144438
103180188,Negative,0.961440861
41426176,Negative,0.96143919
77488568,Negative,0.9614262
422653652,Negative,0.96142358
393762553,Negative,0.96142167
334809471,Negative,0.96142149
300814860,Negative,0.96140635
207427394,Negative,0.96140462
293973585,Negative,0.96139777
243070619,Negative,0.96139437
192601878,Negative,0.96139091
77476070,Negative,0.96137947
47824510,Negative,0.96137917
394051637,Negative,0.96137762
146840391,Negative,0.96136492
301791889,Negative,0.96136492
49984516,Negative,0.96135855
91917656,Negative,0.96135426
283768624,Negative,0.9613505
167719363,Negative,0.96134931
435924571,Negative,0.96134073
49959707,Negative,0.96134001
192730064,Negative,0.96133858
470153105,Negative,0.96133727
25063396,Negative,0.96133268
293893327,Negative,0.96132493
368625845,Negative,0.96132427
92130446,Negative,0.96132207
167750621,Negative,0.961321
29626306,Negative,0.96131635
167438807,Negative,0.96131402
41596711,Negative,0.96131361
234490686,Negative,0.96131039
219166748,Negative,0.96130997
158622808,Negative,0.96130878
425212687,Negative,0.96128982
71336063,Negative,0.9612692
47379591,Negative,0.96126348
49710231,Negative,0.96126294
427333327,Negative,0.96125072
206553528,Negative,0.9612475
350253002,Negative,0.96122736
243122377,Negative,0.96122336
418917991,Negative,0.96121591
7802700,Negative,0.9612149
50131378,Negative,0.96119517
468337174,Negative,0.96119297
141436096,Negative,0.96119255
233626738,Negative,0.96118748
445261067,Negative,0.96118569
25081407,Negative,0.96118152
441576856,Negative,0.96117759
117418756,Negative,0.96117759
14616122,Negative,0.96117395
50056725,Negative,0.96117061
142110546,Negative,0.96117049
320213901,Negative,0.96115398
4647116,Negative,0.96115214
284073481,Negative,0.96113706
257655362,Negative,0.96113372
308748912,Negative,0.96113282
243211715,Negative,0.96113229
150343557,Negative,0.9611302
185372295,Negative,0.96112835
69854400,Negative,0.96112633
293374378,Negative,0.96112436
19556831,Negative,0.96111995
117514521,Negative,0.96111423
160584970,Negative,0.96111268
186128650,Negative,0.96110743
58637191,Negative,0.9610976
276399829,Negative,0.96108913
26862658,Negative,0.96108377
346440687,Negative,0.96107799
125754493,Negative,0.9610759
231915546,Negative,0.96107274
35027138,Negative,0.96107161
25117149,Negative,0.9610613
366121882,Negative,0.96106118
461331869,Negative,0.96106094
394032028,Negative,0.96105355
142172421,Negative,0.96105325
376987848,Negative,0.96105039
385230387,Negative,0.96103972
360627662,Negative,0.961033642
167459526,Negative,0.96102935
48024469,Negative,0.96102911
5778112,Negative,0.96102595
147627544,Negative,0.9610244
385143230,Negative,0.96102142
427693488,Negative,0.96102077
418755870,Negative,0.96101922
135084436,Negative,0.96101516
167745814,Negative,0.96101218
92105043,Negative,0.96100336
32829445,Negative,0.96100086
309809042,Negative,0.96100038
229486062,Negative,0.96099675
316976891,Negative,0.96099401
4519990,Negative,0.96098387
150430694,Negative,0.9609797
117100311,Negative,0.9609763
12858755,Negative,0.960962
229685704,Negative,0.96095878
386890483,Negative,0.96095669
291038567,Negative,0.96095592
24477377,Negative,0.96095043
242819073,Negative,0.96094954
19025991,Negative,0.96094346
167088119,Negative,0.960936427
159314100,Negative,0.96093535
142259657,Negative,0.96093094
326342444,Negative,0.9609282
377128896,Negative,0.96092683
24804372,Negative,0.96091706
402371373,Negative,0.96091682
3924081,Negative,0.96090561
41865402,Negative,0.96090299
407968003,Negative,0.96089804
441766867,Negative,0.9608804
355977034,Negative,0.96087742
42072999,Negative,0.96086532
301875068,Negative,0.96086466
287138480,Negative,0.9608615
25117225,Negative,0.96085894
402325173,Negative,0.96085763
142142282,Negative,0.96085453
310000288,Negative,0.96085376
243186417,Negative,0.96084893
268155269,Negative,0.96084565
469037914,Negative,0.96084517
270338434,Negative,0.96083724
443955277,Negative,0.96083695
392983402,Negative,0.9608289
435877589,Negative,0.96082228
160226659,Negative,0.96082151
160611990,Negative,0.96082056
286361793,Negative,0.96081638
167574076,Negative,0.96081263
117120957,Negative,0.96080613
3985576,Negative,0.96080369
117378889,Negative,0.96080351
269857921,Negative,0.9608013
229939280,Negative,0.96079886
425999570,Negative,0.96079767
33164933,Negative,0.96079367
157839190,Negative,0.96079081
312187000,Negative,0.96078753
175408396,Negative,0.9607864
66717188,Negative,0.96077925
139980591,Negative,0.96077895
382244727,Negative,0.96076971
309790239,Negative,0.96075839
388927438,Negative,0.96075827
400129098,Negative,0.96075767
203215548,Negative,0.96075284
3215100,Negative,0.96074945
204323650,Negative,0.96074921
171446327,Negative,0.9607358
24704940,Negative,0.96073484
159215022,Negative,0.96072769
394132889,Negative,0.96072644
279482487,Negative,0.96072412
41462909,Negative,0.96071887
142013340,Negative,0.96070951
175391758,Negative,0.9606986
382425129,Negative,0.96069688
273608189,Negative,0.96069628
229463720,Negative,0.96069622
31075457,Negative,0.96068984
100593973,Negative,0.96068597
385109842,Negative,0.960677028
160487780,Negative,0.96067607
55488827,Negative,0.96067131
461590711,Negative,0.96066982
385140433,Negative,0.96065825
396569848,Negative,0.96065712
229146046,Negative,0.960657
55497207,Negative,0.96065164
234339730,Negative,0.9606511
161827938,Negative,0.96064854
365110882,Negative,0.96064579
392707052,Negative,0.9606446
255555968,Negative,0.96064407
251116177,Negative,0.96063918
402048631,Negative,0.96063656
198008118,Negative,0.96063632
2428558,Negative,0.96063548
18758229,Negative,0.96062493
142387138,Negative,0.96062303
220624203,Negative,0.96061784
53975275,Negative,0.96060854
24209070,Negative,0.96060741
423315154,Negative,0.96060127
158928667,Negative,0.96059817
167105388,Negative,0.96058863
313541715,Negative,0.96058607
412203915,Negative,0.96058476
242883602,Negative,0.9605844
167751814,Negative,0.96058422
140511357,Negative,0.96058375
418756408,Negative,0.96056354
25065357,Negative,0.96056277
230078501,Negative,0.96055794
142052826,Negative,0.96055144
419133257,Negative,0.9605388
24706934,Negative,0.96052879
261723756,Negative,0.96052831
206348186,Negative,0.96050304
401398031,Negative,0.96049327
293282867,Negative,0.96049249
408216096,Negative,0.96048707
353779940,Negative,0.96048379
270048037,Negative,0.96048313
231738495,Negative,0.96048057
25077838,Negative,0.96047622
418917533,Negative,0.96047497
355936558,Negative,0.96046948
152398476,Negative,0.96046782
149665658,Negative,0.9604671
159165322,Negative,0.96045995
322213630,Negative,0.9604587
139300125,Negative,0.96045786
237188233,Negative,0.96045101
377016626,Negative,0.9604485
332691793,Negative,0.96043587
206623665,Negative,0.96043235
7620817,Negative,0.96042234
55555967,Negative,0.96042103
318481063,Negative,0.96041805
141122587,Negative,0.9604153
443885556,Negative,0.96041405
149369070,Negative,0.96041375
203379494,Negative,0.96040922
209395360,Negative,0.96040738
229484040,Negative,0.9603979
246894795,Negative,0.9603976
220406877,Negative,0.96039385
368631069,Negative,0.9603892
310187619,Negative,0.96038681
259274359,Negative,0.9603734
243241008,Negative,0.96037042
364123075,Negative,0.96035963
380941987,Negative,0.96035713
79425530,Negative,0.96035612
402442750,Negative,0.960356
384880281,Negative,0.96035337
103579821,Negative,0.96034819
296744924,Negative,0.96034622
418760468,Negative,0.96034491
183981789,Negative,0.96034425
45170051,Negative,0.96033973
220037177,Negative,0.96032917
49647067,Negative,0.96031994
100029646,Negative,0.96031862
281839396,Negative,0.96030366
149422917,Negative,0.96029377
181246875,Negative,0.96029311
366350796,Negative,0.96028799
214664061,Negative,0.96028453
101502363,Negative,0.96028382
243336039,Negative,0.96028149
160441005,Negative,0.96028018
427333609,Negative,0.96027642
97361485,Negative,0.96027112
326842457,Negative,0.96026969
155940660,Negative,0.96026421
377227876,Negative,0.96026027
142441222,Negative,0.96026015
318008250,Negative,0.96026003
75731357,Negative,0.9602595
80612322,Negative,0.96025687
91616612,Negative,0.96025628
468987451,Negative,0.96024728
397554408,Negative,0.96024126
24463952,Negative,0.96023619
335872033,Negative,0.96022671
272361784,Negative,0.96022666
76704212,Negative,0.96022576
8962292,Negative,0.96022224
23372016,Negative,0.96021718
122092196,Negative,0.96021599
167041589,Negative,0.96021509
123642223,Negative,0.96021312
144273355,Negative,0.96020848
175375686,Negative,0.9602074
385056035,Negative,0.96020001
439843404,Negative,0.96019059
98628520,Negative,0.96018904
219868506,Negative,0.96018815
277318693,Negative,0.96016884
179297489,Negative,0.96016628
231908362,Negative,0.96015573
55557919,Negative,0.96014988
288638123,Negative,0.96014166
394051637,Negative,0.96014124
150265468,Negative,0.96014035
377682131,Negative,0.96013761
393836820,Negative,0.96013057
43076947,Negative,0.96013004
159114271,Negative,0.96011978
201834563,Negative,0.96011883
142084822,Negative,0.96011835
149493340,Negative,0.96011549
452599682,Negative,0.96011198
292987988,Negative,0.96011066
159091065,Negative,0.96010554
453977794,Negative,0.96010178
150430694,Negative,0.96009946
312814128,Negative,0.96009576
394287163,Negative,0.96009463
312066650,Negative,0.96009266
434107371,Negative,0.96009159
239133288,Negative,0.96008956
281354255,Negative,0.96007532
100103550,Negative,0.96007496
387442634,Negative,0.96006858
402129321,Negative,0.96006322
444543954,Negative,0.96005839
91739475,Negative,0.96005583
260130152,Negative,0.96005291
13885106,Negative,0.96004838
328178758,Negative,0.96003562
318299509,Negative,0.96003562
359631681,Negative,0.96003181
192729589,Negative,0.96003121
25063332,Negative,0.96002686
137096454,Negative,0.96002156
159987339,Negative,0.96001542
234279708,Negative,0.95999497
201252695,Negative,0.95999479
219741824,Negative,0.95998925
389458191,Negative,0.95998728
234520087,Negative,0.95997542
293473728,Negative,0.95997399
32757941,Negative,0.95997238
319246875,Negative,0.95997047
405210771,Negative,0.95996606
143822981,Negative,0.95996523
293392856,Negative,0.95996302
234493207,Negative,0.95996279
382533988,Negative,0.95995027
158623647,Negative,0.95993721
242940080,Negative,0.9599319
436471478,Negative,0.95992953
468936286,Negative,0.95992345
49620961,Negative,0.95992279
444064054,Negative,0.95991731
125610881,Negative,0.9599148
37744883,Negative,0.95991427
365971537,Negative,0.95990336
207441579,Negative,0.95988995
83136029,Negative,0.95988917
88116607,Negative,0.95988774
35285510,Negative,0.95988733
41857996,Negative,0.95988536
393630710,Negative,0.95988214
141936615,Negative,0.95987999
167084618,Negative,0.9598794
318093040,Negative,0.95987284
444165965,Negative,0.95986944
36380683,Negative,0.95986909
389925842,Negative,0.959864616
376847688,Negative,0.95985186
