TIC ID,class,confidence
219346938,Eclipsing Binaries,0.9821927
157260698,Eclipsing Binaries,0.98219234
259168350,Eclipsing Binaries,0.98218197
386061560,Eclipsing Binaries,0.98216796
361469226,Eclipsing Binaries,0.98216301
308912959,Eclipsing Binaries,0.982158601
66646431,Eclipsing Binaries,0.9821561
201251813,Eclipsing Binaries,0.98211265
100234224,Eclipsing Binaries,0.98211217
8444713,Eclipsing Binaries,0.98210162
35676085,Eclipsing Binaries,0.98210013
410451083,Eclipsing Binaries,0.98209053
335745221,Eclipsing Binaries,0.98207283
230376136,Eclipsing Binaries,0.98207206
393831507,Eclipsing Binaries,0.98206675
466003005,Eclipsing Binaries,0.98205972
159339947,Eclipsing Binaries,0.9820531
389726441,Eclipsing Binaries,0.98204398
259168350,Eclipsing Binaries,0.98203903
313058663,Eclipsing Binaries,0.9820385
17434,Eclipsing Binaries,0.9820385
99834717,Eclipsing Binaries,0.9820379
149473467,Eclipsing Binaries,0.98202753
286826161,Eclipsing Binaries,0.98202562
209407002,Eclipsing Binaries,0.98201907
309582191,Eclipsing Binaries,0.9820165
243017255,Eclipsing Binaries,0.98200619
385703414,Eclipsing Binaries,0.98199409
259168350,Eclipsing Binaries,0.98199099
270428717,Eclipsing Binaries,0.98198867
377307150,Eclipsing Binaries,0.98198479
230376136,Eclipsing Binaries,0.98198342
192539580,Eclipsing Binaries,0.98197412
460957057,Eclipsing Binaries,0.98197353
120073413,Eclipsing Binaries,0.98197228
267605474,Eclipsing Binaries,0.9819665
132088253,Eclipsing Binaries,0.98195189
99938044,Eclipsing Binaries,0.98194271
15784358,Eclipsing Binaries,0.9819386
409120988,Eclipsing Binaries,0.981907904
276302179,Eclipsing Binaries,0.98189527
457921140,Eclipsing Binaries,0.98189396
388012501,Eclipsing Binaries,0.98188639
306630834,Eclipsing Binaries,0.98185802
302264879,Eclipsing Binaries,0.98184639
124691209,Eclipsing Binaries,0.98184562
306630834,Eclipsing Binaries,0.98184365
149473467,Eclipsing Binaries,0.98183906
264871406,Eclipsing Binaries,0.9818365
29537965,Eclipsing Binaries,0.98183501
201251813,Eclipsing Binaries,0.98183501
304030311,Eclipsing Binaries,0.98183286
230376136,Eclipsing Binaries,0.98182482
149473467,Eclipsing Binaries,0.98182297
173004953,Eclipsing Binaries,0.98181605
153972241,Eclipsing Binaries,0.98181343
429139380,Eclipsing Binaries,0.98180884
269718665,Eclipsing Binaries,0.98180759
135521610,Eclipsing Binaries,0.98179698
149473467,Eclipsing Binaries,0.98179632
452734608,Eclipsing Binaries,0.98178792
230376136,Eclipsing Binaries,0.98177826
385703414,Eclipsing Binaries,0.98177046
469753635,Eclipsing Binaries,0.98176932
242466305,Eclipsing Binaries,0.98176599
222235243,Eclipsing Binaries,0.98176068
376789631,Eclipsing Binaries,0.98176056
341069187,Eclipsing Binaries,0.98175806
140580579,Eclipsing Binaries,0.98174506
339944586,Eclipsing Binaries,0.98174322
33393348,Eclipsing Binaries,0.98173702
308912959,Eclipsing Binaries,0.98173428
76528780,Eclipsing Binaries,0.98172539
277995171,Eclipsing Binaries,0.98172277
167039082,Eclipsing Binaries,0.98171645
313058663,Eclipsing Binaries,0.98171079
377083396,Eclipsing Binaries,0.98170644
175344479,Eclipsing Binaries,0.98170429
33840782,Eclipsing Binaries,0.98170036
353049875,Eclipsing Binaries,0.981697023
33715938,Eclipsing Binaries,0.9816938
131813801,Eclipsing Binaries,0.98168993
155487376,Eclipsing Binaries,0.98168981
293157322,Eclipsing Binaries,0.98168844
301185877,Eclipsing Binaries,0.98166257
410451083,Eclipsing Binaries,0.98165846
232535848,Eclipsing Binaries,0.98163706
140580579,Eclipsing Binaries,0.98163247
452591819,Eclipsing Binaries,0.98162222
68149913,Eclipsing Binaries,0.98161316
101721385,Eclipsing Binaries,0.9816035
150443185,Eclipsing Binaries,0.981601
159339947,Eclipsing Binaries,0.98159695
259318425,Eclipsing Binaries,0.98159516
219346938,Eclipsing Binaries,0.98158294
306630834,Eclipsing Binaries,0.98157471
312064683,Eclipsing Binaries,0.98156518
461239485,Eclipsing Binaries,0.98156232
192562305,Eclipsing Binaries,0.981556773
8013177,Eclipsing Binaries,0.98155022
140580579,Eclipsing Binaries,0.98154354
154786098,Eclipsing Binaries,0.98154175
410270831,Eclipsing Binaries,0.98154026
138409572,Eclipsing Binaries,0.98153692
142785278,Eclipsing Binaries,0.98153555
149473467,Eclipsing Binaries,0.98153359
386486866,Eclipsing Binaries,0.98153013
303855093,Eclipsing Binaries,0.98152691
184400700,Eclipsing Binaries,0.98151898
313058663,Eclipsing Binaries,0.98150223
142472419,Eclipsing Binaries,0.98148984
294323529,Eclipsing Binaries,0.98146778
351667712,Eclipsing Binaries,0.98145282
408704252,Eclipsing Binaries,0.98144734
273083763,Eclipsing Binaries,0.9814465
360152097,Eclipsing Binaries,0.98144329
370038910,Eclipsing Binaries,0.98144203
156811502,Eclipsing Binaries,0.98143482
285519122,Eclipsing Binaries,0.98142457
140580579,Eclipsing Binaries,0.98141474
312064683,Eclipsing Binaries,0.98141176
167335640,Eclipsing Binaries,0.98141164
310364195,Eclipsing Binaries,0.98140556
18479004,Eclipsing Binaries,0.981399
149473467,Eclipsing Binaries,0.98139304
80420022,Eclipsing Binaries,0.98138785
306630834,Eclipsing Binaries,0.98137313
138409572,Eclipsing Binaries,0.98136717
313058663,Eclipsing Binaries,0.98131979
140580579,Eclipsing Binaries,0.98131174
222629586,Eclipsing Binaries,0.98130739
230376136,Eclipsing Binaries,0.98130637
149473467,Eclipsing Binaries,0.98129386
146165619,Eclipsing Binaries,0.98128891
4430704,Eclipsing Binaries,0.981284857
464641792,Eclipsing Binaries,0.9812789
141186909,Eclipsing Binaries,0.98127627
71826166,Eclipsing Binaries,0.98126447
259168350,Eclipsing Binaries,0.98126328
243017255,Eclipsing Binaries,0.98124897
310168188,Eclipsing Binaries,0.98124456
140580579,Eclipsing Binaries,0.98121828
290172765,Eclipsing Binaries,0.98120993
452591819,Eclipsing Binaries,0.98120463
318453184,Eclipsing Binaries,0.98117656
121781362,Eclipsing Binaries,0.98115367
49831062,Eclipsing Binaries,0.98115289
2938831,Eclipsing Binaries,0.98115093
1980962304,Eclipsing Binaries,0.9811427
138497586,Eclipsing Binaries,0.98113865
36549,Eclipsing Binaries,0.98113257
351667692,Eclipsing Binaries,0.98113221
370038910,Eclipsing Binaries,0.98112327
140580579,Eclipsing Binaries,0.98110265
24538690,Eclipsing Binaries,0.98110229
140580579,Eclipsing Binaries,0.98109943
347006776,Eclipsing Binaries,0.98109025
141873753,Eclipsing Binaries,0.98108345
83287416,Eclipsing Binaries,0.98107612
200805075,Eclipsing Binaries,0.98104328
452411513,Eclipsing Binaries,0.98103422
140580579,Eclipsing Binaries,0.98102987
29537965,Eclipsing Binaries,0.98102623
365424605,Eclipsing Binaries,0.98101842
141000703,Eclipsing Binaries,0.98101372
414439976,Eclipsing Binaries,0.98100442
296056114,Eclipsing Binaries,0.98100317
129775164,Eclipsing Binaries,0.980995
351701483,Eclipsing Binaries,0.98098218
347006776,Eclipsing Binaries,0.98095876
335490512,Eclipsing Binaries,0.98094523
226241509,Eclipsing Binaries,0.98092765
26478243,Eclipsing Binaries,0.98091197
376780078,Eclipsing Binaries,0.98088223
33831424,Eclipsing Binaries,0.98088193
271186951,Eclipsing Binaries,0.980878
99938044,Eclipsing Binaries,0.98085624
7775630,Eclipsing Binaries,0.98085624
247176596,Eclipsing Binaries,0.98085254
2938831,Eclipsing Binaries,0.98083961
276233041,Eclipsing Binaries,0.98082465
310002617,Eclipsing Binaries,0.98082352
401918242,Eclipsing Binaries,0.9808231
339944586,Eclipsing Binaries,0.9808225
199172184,Eclipsing Binaries,0.98081368
370247818,Eclipsing Binaries,0.98081172
291145873,Eclipsing Binaries,0.980789483
140580579,Eclipsing Binaries,0.98076457
66490595,Eclipsing Binaries,0.98076445
29537965,Eclipsing Binaries,0.98076391
29114757,Eclipsing Binaries,0.98076129
272758199,Eclipsing Binaries,0.98075461
385081073,Eclipsing Binaries,0.98075348
150443185,Eclipsing Binaries,0.98075211
399945769,Eclipsing Binaries,0.98075104
120073413,Eclipsing Binaries,0.98074484
230376136,Eclipsing Binaries,0.98073089
117155033,Eclipsing Binaries,0.98072368
68550042,Eclipsing Binaries,0.98072207
310002617,Eclipsing Binaries,0.98072022
230376136,Eclipsing Binaries,0.9807179
344631714,Eclipsing Binaries,0.98071676
200515351,Eclipsing Binaries,0.98071438
26478243,Eclipsing Binaries,0.98071015
293412472,Eclipsing Binaries,0.98070759
250349914,Eclipsing Binaries,0.98069191
31449841,Eclipsing Binaries,0.98069054
123218025,Eclipsing Binaries,0.980683506
91553772,Eclipsing Binaries,0.98068076
100172645,Eclipsing Binaries,0.98067391
140580579,Eclipsing Binaries,0.98067331
347006776,Eclipsing Binaries,0.9806717
91919025,Eclipsing Binaries,0.98066223
446267312,Eclipsing Binaries,0.98066127
301187370,Eclipsing Binaries,0.98064572
200744498,Eclipsing Binaries,0.98060566
282535637,Eclipsing Binaries,0.98060489
284527043,Eclipsing Binaries,0.98058563
26478243,Eclipsing Binaries,0.980569363
399945769,Eclipsing Binaries,0.98055756
24692894,Eclipsing Binaries,0.98055661
254303133,Eclipsing Binaries,0.98055595
199172184,Eclipsing Binaries,0.98055214
243017255,Eclipsing Binaries,0.9805305
180759422,Eclipsing Binaries,0.98051697
431947555,Eclipsing Binaries,0.98051023
311952339,Eclipsing Binaries,0.98051
200744498,Eclipsing Binaries,0.98050952
370038910,Eclipsing Binaries,0.98050356
309930761,Eclipsing Binaries,0.98050159
150355352,Eclipsing Binaries,0.98049462
351667692,Eclipsing Binaries,0.980486512
423892229,Eclipsing Binaries,0.98048383
468994358,Eclipsing Binaries,0.98047447
310352064,Eclipsing Binaries,0.98047364
54762208,Eclipsing Binaries,0.98047227
55285974,Eclipsing Binaries,0.980470002
159109948,Eclipsing Binaries,0.98046297
372443687,Eclipsing Binaries,0.98046136
123496052,Eclipsing Binaries,0.98045224
77158157,Eclipsing Binaries,0.98044032
265591866,Eclipsing Binaries,0.98043895
26478243,Eclipsing Binaries,0.98043203
24527145,Eclipsing Binaries,0.98042679
143973164,Eclipsing Binaries,0.98041588
150170862,Eclipsing Binaries,0.98041302
299839948,Eclipsing Binaries,0.98040915
321044352,Eclipsing Binaries,0.9804033
91438340,Eclipsing Binaries,0.98038816
285002342,Eclipsing Binaries,0.98038244
26478243,Eclipsing Binaries,0.98037821
114392285,Eclipsing Binaries,0.98037386
175980318,Eclipsing Binaries,0.98036826
140580579,Eclipsing Binaries,0.98036307
446267312,Eclipsing Binaries,0.98035687
302190527,Eclipsing Binaries,0.98034555
351667692,Eclipsing Binaries,0.98034096
79140936,Eclipsing Binaries,0.98033798
347362918,Eclipsing Binaries,0.98033524
429496031,Eclipsing Binaries,0.98032558
150442268,Eclipsing Binaries,0.98030502
318175393,Eclipsing Binaries,0.98029536
284591947,Eclipsing Binaries,0.98028886
469460646,Eclipsing Binaries,0.98027945
443897491,Eclipsing Binaries,0.98027509
301309665,Eclipsing Binaries,0.9802689
391922670,Eclipsing Binaries,0.98026478
99869022,Eclipsing Binaries,0.98026454
453674885,Eclipsing Binaries,0.98025411
103568608,Eclipsing Binaries,0.98025298
237104103,Eclipsing Binaries,0.98024553
139576423,Eclipsing Binaries,0.98024356
401918242,Eclipsing Binaries,0.98023063
353360301,Eclipsing Binaries,0.98022318
301652958,Eclipsing Binaries,0.98021632
317693251,Eclipsing Binaries,0.98020387
271999940,Eclipsing Binaries,0.98019135
386486866,Eclipsing Binaries,0.980189323
264986967,Eclipsing Binaries,0.98018748
156155114,Eclipsing Binaries,0.98018104
239467159,Eclipsing Binaries,0.98017752
60275926,Eclipsing Binaries,0.9801712
7982892,Eclipsing Binaries,0.98015863
175476265,Eclipsing Binaries,0.98014897
377263944,Eclipsing Binaries,0.98014796
91866126,Eclipsing Binaries,0.98014784
271999940,Eclipsing Binaries,0.98014724
24571260,Eclipsing Binaries,0.98014408
259168350,Eclipsing Binaries,0.98013353
259168350,Eclipsing Binaries,0.98012954
91438340,Eclipsing Binaries,0.98010606
141000703,Eclipsing Binaries,0.98009914
156155114,Eclipsing Binaries,0.9800964
76038357,Eclipsing Binaries,0.9800933
259168350,Eclipsing Binaries,0.98009032
55267505,Eclipsing Binaries,0.98007721
109050057,Eclipsing Binaries,0.98007441
122670853,Eclipsing Binaries,0.98006988
418794892,Eclipsing Binaries,0.98006642
135521610,Eclipsing Binaries,0.98006433
452591819,Eclipsing Binaries,0.98006117
141000703,Eclipsing Binaries,0.980058849
32062341,Eclipsing Binaries,0.98005587
100028298,Eclipsing Binaries,0.98005098
316489897,Eclipsing Binaries,0.98004937
150443185,Eclipsing Binaries,0.98004824
234483387,Eclipsing Binaries,0.98004681
438748651,Eclipsing Binaries,0.98003644
294323529,Eclipsing Binaries,0.98002529
140965117,Eclipsing Binaries,0.98002511
49736897,Eclipsing Binaries,0.98002392
288878839,Eclipsing Binaries,0.98002279
156155114,Eclipsing Binaries,0.9800157
139576423,Eclipsing Binaries,0.98001057
130158363,Eclipsing Binaries,0.98000973
100389539,Eclipsing Binaries,0.98000115
347006776,Eclipsing Binaries,0.97999954
443956777,Eclipsing Binaries,0.97999394
296056114,Eclipsing Binaries,0.97999281
100028298,Eclipsing Binaries,0.9799912
386486866,Eclipsing Binaries,0.97998512
54762208,Eclipsing Binaries,0.97997266
279464741,Eclipsing Binaries,0.97995901
326598766,Eclipsing Binaries,0.97995591
122670853,Eclipsing Binaries,0.97994566
399945769,Eclipsing Binaries,0.97994274
443900773,Eclipsing Binaries,0.97993475
209316345,Eclipsing Binaries,0.9799192
386890019,Eclipsing Binaries,0.97991574
271186951,Eclipsing Binaries,0.9799059
59354634,Eclipsing Binaries,0.97988874
14448367,Eclipsing Binaries,0.97987086
74629729,Eclipsing Binaries,0.97984457
54762208,Eclipsing Binaries,0.97984308
421182491,Eclipsing Binaries,0.97981203
441593360,Eclipsing Binaries,0.97980702
32925468,Eclipsing Binaries,0.9798013
353360301,Eclipsing Binaries,0.97980118
234527336,Eclipsing Binaries,0.97978628
60595549,Eclipsing Binaries,0.97977805
293412472,Eclipsing Binaries,0.97977507
224272216,Eclipsing Binaries,0.97977483
237913159,Eclipsing Binaries,0.97976983
360480162,Eclipsing Binaries,0.97976881
94470667,Eclipsing Binaries,0.97976696
284591947,Eclipsing Binaries,0.97976226
461267068,Eclipsing Binaries,0.97975802
141000703,Eclipsing Binaries,0.97974914
301676530,Eclipsing Binaries,0.97971731
410363290,Eclipsing Binaries,0.97971159
941377,Eclipsing Binaries,0.979673684
60275926,Eclipsing Binaries,0.97967225
377307150,Eclipsing Binaries,0.97966939
385192774,Eclipsing Binaries,0.97966504
200850661,Eclipsing Binaries,0.97966319
179106965,Eclipsing Binaries,0.97966081
198408416,Eclipsing Binaries,0.97963333
402675246,Eclipsing Binaries,0.97963196
348054969,Eclipsing Binaries,0.97962052
237913159,Eclipsing Binaries,0.97961354
396720367,Eclipsing Binaries,0.97961009
154756950,Eclipsing Binaries,0.97960967
90152998,Eclipsing Binaries,0.97959983
370038910,Eclipsing Binaries,0.97959846
358182319,Eclipsing Binaries,0.9795925
264871406,Eclipsing Binaries,0.97958493
235380067,Eclipsing Binaries,0.97957683
267753669,Eclipsing Binaries,0.97954959
375520385,Eclipsing Binaries,0.97954708
343617743,Eclipsing Binaries,0.97953701
272758199,Eclipsing Binaries,0.97948885
150443185,Eclipsing Binaries,0.979487598
314847177,Eclipsing Binaries,0.97947985
377083396,Eclipsing Binaries,0.97947019
66490595,Eclipsing Binaries,0.9794699
64779720,Eclipsing Binaries,0.97944814
377263944,Eclipsing Binaries,0.97944242
59354634,Eclipsing Binaries,0.979430079
468994358,Eclipsing Binaries,0.97942501
206488857,Eclipsing Binaries,0.97942436
235048914,Eclipsing Binaries,0.97940254
45776948,Eclipsing Binaries,0.97939372
381951864,Eclipsing Binaries,0.97939289
265591866,Eclipsing Binaries,0.97939271
33159045,Eclipsing Binaries,0.97938627
141000703,Eclipsing Binaries,0.97938031
219207429,Eclipsing Binaries,0.97937405
66646929,Eclipsing Binaries,0.97936708
284844323,Eclipsing Binaries,0.97936499
58436294,Eclipsing Binaries,0.9793514
271999940,Eclipsing Binaries,0.97934818
230376136,Eclipsing Binaries,0.97933632
259318425,Eclipsing Binaries,0.97933209
66939701,Eclipsing Binaries,0.97932959
306630834,Eclipsing Binaries,0.97932237
279464741,Eclipsing Binaries,0.97931021
399945769,Eclipsing Binaries,0.9793058
377263944,Eclipsing Binaries,0.9793011
305805560,Eclipsing Binaries,0.97929764
382158603,Eclipsing Binaries,0.97928691
202442615,Eclipsing Binaries,0.97925824
403019014,Eclipsing Binaries,0.97924578
282535637,Eclipsing Binaries,0.97923893
219490518,Eclipsing Binaries,0.9792316
150443185,Eclipsing Binaries,0.97922152
201249189,Eclipsing Binaries,0.97920978
300693489,Eclipsing Binaries,0.97920555
130158363,Eclipsing Binaries,0.97919077
94470667,Eclipsing Binaries,0.97918528
334799675,Eclipsing Binaries,0.97917092
180778806,Eclipsing Binaries,0.97914106
55285974,Eclipsing Binaries,0.97912371
418794892,Eclipsing Binaries,0.97909969
381951864,Eclipsing Binaries,0.97909856
351924589,Eclipsing Binaries,0.979083
377307150,Eclipsing Binaries,0.9790619
381951864,Eclipsing Binaries,0.97905922
393562403,Eclipsing Binaries,0.97904199
142780236,Eclipsing Binaries,0.97904062
142472419,Eclipsing Binaries,0.97903562
381951864,Eclipsing Binaries,0.979025543
206488857,Eclipsing Binaries,0.97901493
381951864,Eclipsing Binaries,0.97901231
4705233,Eclipsing Binaries,0.97900736
75946687,Eclipsing Binaries,0.97897846
245026818,Eclipsing Binaries,0.97896272
310002617,Eclipsing Binaries,0.97895974
377307150,Eclipsing Binaries,0.97894305
267753669,Eclipsing Binaries,0.97894216
343161634,Eclipsing Binaries,0.97893083
382158603,Eclipsing Binaries,0.97892994
7907570,Eclipsing Binaries,0.97890395
331880248,Eclipsing Binaries,0.97889805
141000703,Eclipsing Binaries,0.978885353
100252534,Eclipsing Binaries,0.97888225
310352064,Eclipsing Binaries,0.97887784
150443185,Eclipsing Binaries,0.97887278
141811748,Eclipsing Binaries,0.97886527
141811748,Eclipsing Binaries,0.97886354
141000703,Eclipsing Binaries,0.97885615
309615557,Eclipsing Binaries,0.9788481
150489263,Eclipsing Binaries,0.97882402
83608134,Eclipsing Binaries,0.97880429
381951864,Eclipsing Binaries,0.9788028
453674885,Eclipsing Binaries,0.97879481
142090209,Eclipsing Binaries,0.97879034
141186909,Eclipsing Binaries,0.97878909
232535848,Eclipsing Binaries,0.97878402
201249189,Eclipsing Binaries,0.97877002
309615557,Eclipsing Binaries,0.9787637
200850661,Eclipsing Binaries,0.97875208
306630834,Eclipsing Binaries,0.97874409
100514582,Eclipsing Binaries,0.978728
381951864,Eclipsing Binaries,0.97872752
435906163,Eclipsing Binaries,0.97871494
142780236,Eclipsing Binaries,0.9787119
284844323,Eclipsing Binaries,0.97869223
403824975,Eclipsing Binaries,0.97866303
272758199,Eclipsing Binaries,0.97864783
348054969,Eclipsing Binaries,0.97864234
377307150,Eclipsing Binaries,0.97863001
32673513,Eclipsing Binaries,0.97862589
303539867,Eclipsing Binaries,0.97862387
8242775,Eclipsing Binaries,0.97861314
141000703,Eclipsing Binaries,0.97860956
441546821,Eclipsing Binaries,0.97860795
167031605,Eclipsing Binaries,0.97859633
33831424,Eclipsing Binaries,0.97858363
80133050,Eclipsing Binaries,0.97857189
101721385,Eclipsing Binaries,0.97856003
393562403,Eclipsing Binaries,0.9785558
103568608,Eclipsing Binaries,0.97855479
243013712,Eclipsing Binaries,0.97853506
71826166,Eclipsing Binaries,0.97852695
358182319,Eclipsing Binaries,0.97852349
68149913,Eclipsing Binaries,0.97851229
66553270,Eclipsing Binaries,0.97851211
356022582,Eclipsing Binaries,0.978495419
296447137,Eclipsing Binaries,0.97847956
198384855,Eclipsing Binaries,0.97847921
259168350,Eclipsing Binaries,0.97847784
175532970,Eclipsing Binaries,0.97847009
270491865,Eclipsing Binaries,0.9784655
83096510,Eclipsing Binaries,0.97846538
198384855,Eclipsing Binaries,0.97844076
377307150,Eclipsing Binaries,0.97843754
393990054,Eclipsing Binaries,0.97842306
461166986,Eclipsing Binaries,0.97841918
443961200,Eclipsing Binaries,0.9784168
33831424,Eclipsing Binaries,0.97841245
125754991,Eclipsing Binaries,0.97838962
83466581,Eclipsing Binaries,0.97837937
202442615,Eclipsing Binaries,0.97835654
51134829,Eclipsing Binaries,0.97835177
33831424,Eclipsing Binaries,0.978334963
261421096,Eclipsing Binaries,0.97832286
304030311,Eclipsing Binaries,0.97827715
121094784,Eclipsing Binaries,0.97827452
239467159,Eclipsing Binaries,0.97826296
445080466,Eclipsing Binaries,0.97825992
326092468,Eclipsing Binaries,0.9782548
392534720,Eclipsing Binaries,0.97825456
142780236,Eclipsing Binaries,0.97824299
156733696,Eclipsing Binaries,0.97824156
270491865,Eclipsing Binaries,0.97823334
61708089,Eclipsing Binaries,0.97822851
179106965,Eclipsing Binaries,0.97819477
306630834,Eclipsing Binaries,0.97817379
4984497,Eclipsing Binaries,0.97815007
120973990,Eclipsing Binaries,0.97814661
209462063,Eclipsing Binaries,0.97813475
98413654,Eclipsing Binaries,0.97813445
443911627,Eclipsing Binaries,0.97810715
4346871,Eclipsing Binaries,0.97809714
234398964,Eclipsing Binaries,0.97809041
219496655,Eclipsing Binaries,0.97808266
31813305,Eclipsing Binaries,0.978081524
393277969,Eclipsing Binaries,0.97807217
101255979,Eclipsing Binaries,0.9780612
64704038,Eclipsing Binaries,0.97804946
345750651,Eclipsing Binaries,0.97804773
124816116,Eclipsing Binaries,0.9780165
287898659,Eclipsing Binaries,0.97800249
232535848,Eclipsing Binaries,0.97799522
300217120,Eclipsing Binaries,0.977992
141904678,Eclipsing Binaries,0.97798151
175532970,Eclipsing Binaries,0.97796762
22624096,Eclipsing Binaries,0.97794956
292877544,Eclipsing Binaries,0.97794294
112681546,Eclipsing Binaries,0.97793257
184318481,Eclipsing Binaries,0.97792095
318472919,Eclipsing Binaries,0.97790247
55285974,Eclipsing Binaries,0.97790241
100623937,Eclipsing Binaries,0.977890074
13256466,Eclipsing Binaries,0.97788507
270245976,Eclipsing Binaries,0.97788346
468994358,Eclipsing Binaries,0.97788286
405228534,Eclipsing Binaries,0.97787124
435906163,Eclipsing Binaries,0.9778707
128347415,Eclipsing Binaries,0.97786593
4705233,Eclipsing Binaries,0.97786433
259270495,Eclipsing Binaries,0.97786111
167673769,Eclipsing Binaries,0.97784233
24587351,Eclipsing Binaries,0.97783583
117394645,Eclipsing Binaries,0.97781438
29846974,Eclipsing Binaries,0.977814138
304024196,Eclipsing Binaries,0.97781152
198384855,Eclipsing Binaries,0.97780526
101111524,Eclipsing Binaries,0.9778049
116853333,Eclipsing Binaries,0.97779477
402039717,Eclipsing Binaries,0.97778189
232535848,Eclipsing Binaries,0.97776413
267605474,Eclipsing Binaries,0.97775578
360712037,Eclipsing Binaries,0.977754414
402365398,Eclipsing Binaries,0.97774655
141123114,Eclipsing Binaries,0.977730632
238230005,Eclipsing Binaries,0.97772628
380095001,Eclipsing Binaries,0.97771853
7723517,Eclipsing Binaries,0.97771853
370038910,Eclipsing Binaries,0.97770303
268214878,Eclipsing Binaries,0.97769165
347362918,Eclipsing Binaries,0.97768903
306630834,Eclipsing Binaries,0.97768778
276793666,Eclipsing Binaries,0.97767788
318340899,Eclipsing Binaries,0.97766888
7982892,Eclipsing Binaries,0.97766119
270491865,Eclipsing Binaries,0.97765392
33064928,Eclipsing Binaries,0.97762316
405910546,Eclipsing Binaries,0.97759843
133668208,Eclipsing Binaries,0.97759426
118268204,Eclipsing Binaries,0.97759026
118268204,Eclipsing Binaries,0.97754806
444038472,Eclipsing Binaries,0.97753465
383477928,Eclipsing Binaries,0.97752666
452952288,Eclipsing Binaries,0.9775179
443961200,Eclipsing Binaries,0.97749567
394072775,Eclipsing Binaries,0.97748315
142042466,Eclipsing Binaries,0.97744787
141000703,Eclipsing Binaries,0.9774459
58458550,Eclipsing Binaries,0.9774335
238230005,Eclipsing Binaries,0.97742939
142780236,Eclipsing Binaries,0.97742224
238230005,Eclipsing Binaries,0.97742015
237209616,Eclipsing Binaries,0.97740251
365424605,Eclipsing Binaries,0.97739089
270491865,Eclipsing Binaries,0.97738272
452710076,Eclipsing Binaries,0.97736996
238230005,Eclipsing Binaries,0.97736609
125754991,Eclipsing Binaries,0.97736049
159047957,Eclipsing Binaries,0.97735494
101255979,Eclipsing Binaries,0.97735107
354557067,Eclipsing Binaries,0.977348804
360548247,Eclipsing Binaries,0.97734833
117071565,Eclipsing Binaries,0.97734708
141123114,Eclipsing Binaries,0.97734159
141000703,Eclipsing Binaries,0.977320969
110116025,Eclipsing Binaries,0.97731918
198408416,Eclipsing Binaries,0.97731733
443900773,Eclipsing Binaries,0.97730958
360712037,Eclipsing Binaries,0.97729993
303502327,Eclipsing Binaries,0.97729665
133954579,Eclipsing Binaries,0.97728616
293218490,Eclipsing Binaries,0.97727531
418636774,Eclipsing Binaries,0.97727114
40457215,Eclipsing Binaries,0.97725654
370247818,Eclipsing Binaries,0.97724527
16054206,Eclipsing Binaries,0.97724354
344631714,Eclipsing Binaries,0.97723597
231276497,Eclipsing Binaries,0.97721809
32761659,Eclipsing Binaries,0.97721338
237104103,Eclipsing Binaries,0.97719312
19391953,Eclipsing Binaries,0.97719097
351559398,Eclipsing Binaries,0.9771902
393891355,Eclipsing Binaries,0.97717422
443956777,Eclipsing Binaries,0.97717142
198408416,Eclipsing Binaries,0.97714603
49687456,Eclipsing Binaries,0.977134645
66023799,Eclipsing Binaries,0.97709334
48251187,Eclipsing Binaries,0.97708535
867800,Eclipsing Binaries,0.97708321
251191126,Eclipsing Binaries,0.97708195
100622894,Eclipsing Binaries,0.97706717
32835581,Eclipsing Binaries,0.97706497
288878839,Eclipsing Binaries,0.97704959
402324417,Eclipsing Binaries,0.97704691
140040845,Eclipsing Binaries,0.97702324
43272398,Eclipsing Binaries,0.97700763
238230005,Eclipsing Binaries,0.97700012
75028873,Eclipsing Binaries,0.97699535
108472404,Eclipsing Binaries,0.976986587
393761712,Eclipsing Binaries,0.97697484
410554986,Eclipsing Binaries,0.97696418
343339670,Eclipsing Binaries,0.97696197
235048914,Eclipsing Binaries,0.9769358
452183335,Eclipsing Binaries,0.97690159
146165619,Eclipsing Binaries,0.97688717
82121994,Eclipsing Binaries,0.976887167
121781362,Eclipsing Binaries,0.97687292
198408416,Eclipsing Binaries,0.97686589
198408416,Eclipsing Binaries,0.9768554
318717335,Eclipsing Binaries,0.97685337
460946673,Eclipsing Binaries,0.97683859
155532856,Eclipsing Binaries,0.97683764
93862515,Eclipsing Binaries,0.976828337
333540625,Eclipsing Binaries,0.97682333
429414152,Eclipsing Binaries,0.97681159
64704038,Eclipsing Binaries,0.97681135
130158363,Eclipsing Binaries,0.97679263
181553178,Eclipsing Binaries,0.97678727
443961200,Eclipsing Binaries,0.9767735
198419050,Eclipsing Binaries,0.976767
301624891,Eclipsing Binaries,0.97674668
238230005,Eclipsing Binaries,0.97672141
198408416,Eclipsing Binaries,0.9767198
58732360,Eclipsing Binaries,0.97671854
405432466,Eclipsing Binaries,0.97669774
235048914,Eclipsing Binaries,0.97667754
237209616,Eclipsing Binaries,0.9766615
387049629,Eclipsing Binaries,0.97663975
133760071,Eclipsing Binaries,0.97663558
200807654,Eclipsing Binaries,0.97663432
393630381,Eclipsing Binaries,0.97663361
349924623,Eclipsing Binaries,0.97662371
29114757,Eclipsing Binaries,0.97657949
261421096,Eclipsing Binaries,0.97656244
24527145,Eclipsing Binaries,0.976547
